idx,timestamp,is_attack,fused_u,fused_b,fused_d,max_u,mean_u,min_b,mean_b,max_d,n_sensors,n_high_u
1878,20/09/16 06,0,0.151069,0.669005,0.179926,0.998272,0.838584,0.000450,0.150731,0.394629,31,661
1879,20/09/16 07,0,0.120086,0.781400,0.098514,0.998403,0.836832,0.000350,0.153218,0.307337,31,666
1880,20/09/16 08,0,0.117675,0.797237,0.085088,0.997796,0.835152,0.001856,0.155558,0.239355,31,658
1881,20/09/16 09,0,0.123767,0.779429,0.096804,0.997899,0.834403,0.001724,0.156627,0.186410,31,653
1882,20/09/16 10,0,0.127387,0.768739,0.104280,0.997975,0.833920,0.001597,0.157295,0.145176,31,652
1883,20/09/16 11,0,0.128879,0.761805,0.109316,0.998254,0.834123,0.001244,0.157054,0.130086,31,654
1884,20/09/16 12,0,0.142559,0.743410,0.114031,0.998164,0.833967,0.001170,0.157282,0.128239,31,655
1885,20/09/16 13,0,0.130710,0.782056,0.087234,0.998290,0.834763,0.000911,0.156254,0.169688,31,658
1886,20/09/16 14,0,0.121720,0.786113,0.093010,0.998331,0.834571,0.000710,0.156518,0.200037,31,657
1887,20/09/16 15,0,0.121401,0.753685,0.124914,0.998096,0.835185,0.000553,0.155385,0.356977,31,658
1888,20/09/16 16,0,0.106581,0.816983,0.078200,0.997923,0.834208,0.000431,0.156791,0.278014,31,657
1889,20/09/16 17,0,0.111359,0.800608,0.088034,0.998303,0.833066,0.000335,0.158401,0.216518,31,658
1890,20/09/16 18,0,0.115714,0.789861,0.094425,0.998340,0.832591,0.000261,0.159152,0.168624,31,654
1891,20/09/16 19,0,0.118417,0.801699,0.079884,0.998144,0.832051,0.001409,0.159963,0.131325,31,652
1892,20/09/16 20,0,0.125885,0.780315,0.093800,0.998205,0.831791,0.001331,0.160349,0.106765,31,654
1893,20/09/16 21,0,0.130189,0.766368,0.103443,0.998287,0.831976,0.001045,0.160124,0.106765,31,653
1894,20/09/16 22,0,0.132918,0.756750,0.110332,0.998276,0.833770,0.000865,0.157722,0.122800,31,653
1895,20/09/16 23,0,0.145550,0.737029,0.117421,0.998349,0.835326,0.000674,0.155630,0.161942,31,656
1896,21/09/16 00,0,0.162014,0.686075,0.151911,0.998314,0.836889,0.000886,0.153245,0.231539,31,663
1897,21/09/16 01,0,0.177480,0.609989,0.212531,0.997768,0.838506,0.000921,0.150766,0.279505,31,663
1898,21/09/16 02,0,0.128188,0.772041,0.099771,0.998262,0.838243,0.000717,0.151115,0.234791,31,666
1899,21/09/16 03,0,0.117418,0.810402,0.084665,0.998262,0.837382,0.000559,0.152389,0.182856,31,662
1900,21/09/16 04,0,0.146796,0.742596,0.110607,0.998303,0.836911,0.000435,0.153099,0.169688,31,657
1901,21/09/16 05,0,0.125737,0.770769,0.105113,0.998405,0.837859,0.000339,0.151819,0.234791,31,657
1902,21/09/16 06,0,0.154476,0.684570,0.160954,0.997896,0.838175,0.001727,0.151431,0.234791,31,657
1903,21/09/16 07,0,0.104268,0.815422,0.080310,0.997713,0.836655,0.001963,0.153478,0.182856,31,661
1904,21/09/16 08,0,0.129127,0.780787,0.090769,0.997832,0.837129,0.001809,0.152927,0.169688,31,658
1905,21/09/16 09,0,0.153335,0.718185,0.128481,0.997913,0.838487,0.001684,0.151115,0.180499,31,657
1906,21/09/16 10,0,0.124377,0.788860,0.087763,0.998028,0.838388,0.001312,0.151285,0.140573,31,660
1907,21/09/16 11,0,0.133241,0.764873,0.101887,0.998007,0.838132,0.001022,0.151639,0.118263,31,662
1908,21/09/16 12,0,0.142305,0.743702,0.113992,0.998262,0.837755,0.000796,0.152208,0.123482,31,659
1909,21/09/16 13,0,0.151438,0.721280,0.127282,0.998281,0.838818,0.000620,0.150630,0.259682,31,657
1910,21/09/16 14,0,0.152320,0.713696,0.133984,0.998381,0.838134,0.000483,0.151670,0.202240,31,660
1911,21/09/16 15,0,0.159086,0.697899,0.143015,0.997693,0.837721,0.001988,0.152285,0.157505,31,659
1912,21/09/16 16,0,0.164172,0.684961,0.150867,0.997625,0.837743,0.002076,0.152314,0.131041,31,658
1913,21/09/16 17,0,0.161600,0.686219,0.152181,0.997768,0.837342,0.001892,0.152868,0.122943,31,659
1914,21/09/16 18,0,0.158345,0.690456,0.151199,0.997768,0.838178,0.001892,0.151741,0.169688,31,657
1915,21/09/16 19,0,0.156555,0.693073,0.150371,0.997768,0.838923,0.001892,0.150719,0.169688,31,659
1916,21/09/16 20,0,0.170716,0.666970,0.162315,0.997768,0.839108,0.001892,0.150504,0.140219,31,660
1917,21/09/16 21,0,0.136378,0.736179,0.127443,0.997946,0.837965,0.001576,0.152065,0.109203,31,661
1918,21/09/16 22,0,0.134807,0.739342,0.125851,0.998257,0.837331,0.001228,0.152948,0.120826,31,660
1919,21/09/16 23,0,0.134109,0.740938,0.124953,0.998301,0.836328,0.000962,0.154300,0.105195,31,657
1920,22/09/16 00,0,0.133819,0.741867,0.124395,0.998332,0.835959,0.000778,0.154855,0.112677,31,658
1921,22/09/16 01,0,0.137864,0.742455,0.124026,0.998303,0.836161,0.000949,0.154262,0.312994,31,656
1922,22/09/16 02,0,0.142115,0.733654,0.124230,0.998262,0.835673,0.001198,0.154951,0.243760,31,659
1923,22/09/16 03,0,0.137179,0.739226,0.123594,0.998262,0.835275,0.001198,0.155532,0.189841,31,657
1924,22/09/16 04,0,0.118225,0.779987,0.106698,0.998303,0.835188,0.000949,0.155602,0.169688,31,656
1925,22/09/16 05,0,0.147770,0.739607,0.112622,0.998303,0.837949,0.000949,0.151894,0.234791,31,657
1926,22/09/16 06,0,0.152461,0.691473,0.156066,0.997768,0.838665,0.001538,0.150830,0.234791,31,663
1927,22/09/16 07,0,0.136975,0.769883,0.093142,0.998262,0.837623,0.001198,0.152361,0.182856,31,665
1928,22/09/16 08,0,0.125835,0.775707,0.099113,0.998269,0.836425,0.001157,0.154052,0.142408,31,661
1929,22/09/16 09,0,0.130147,0.765728,0.105822,0.997907,0.835518,0.001713,0.155297,0.110908,31,656
1930,22/09/16 10,0,0.132884,0.757139,0.111429,0.997896,0.835121,0.001408,0.155865,0.117380,31,655
1931,22/09/16 11,0,0.156383,0.711680,0.131937,0.997954,0.837297,0.001097,0.152932,0.191775,31,655
1932,22/09/16 12,0,0.145445,0.728047,0.129032,0.998319,0.838057,0.000854,0.151827,0.190157,31,661
1933,22/09/16 13,0,0.165714,0.666456,0.167831,0.997926,0.838623,0.001689,0.150882,0.240944,31,665
1934,22/09/16 14,0,0.131228,0.749654,0.119118,0.998014,0.838178,0.001576,0.151528,0.187648,31,661
1935,22/09/16 15,0,0.123039,0.773878,0.105889,0.998038,0.837923,0.001545,0.151646,0.297001,31,659
1936,22/09/16 16,0,0.113369,0.806840,0.082203,0.997948,0.836699,0.001538,0.153366,0.231304,31,660
1937,22/09/16 17,0,0.125125,0.788309,0.086566,0.998262,0.836045,0.001198,0.154315,0.180140,31,657
1938,22/09/16 18,0,0.129292,0.773228,0.097480,0.998262,0.835498,0.001198,0.155075,0.179090,31,655
1939,22/09/16 19,0,0.100319,0.826575,0.073106,0.998141,0.834002,0.001413,0.157195,0.139475,31,656
1940,22/09/16 20,0,0.075347,0.865683,0.058969,0.997713,0.832743,0.001768,0.158951,0.108624,31,654
1941,22/09/16 21,0,0.093480,0.836460,0.070060,0.997924,0.831987,0.001377,0.160019,0.084596,31,652
1942,22/09/16 22,0,0.118807,0.797862,0.083331,0.997750,0.831575,0.001073,0.160621,0.115347,31,651
1943,22/09/16 23,0,0.101272,0.830331,0.071677,0.997885,0.831166,0.000835,0.161215,0.097151,31,653
1944,23/09/16 00,0,0.091507,0.835334,0.073159,0.998353,0.831004,0.000651,0.161454,0.075845,31,653
1945,23/09/16 01,0,0.108775,0.808234,0.083264,0.997852,0.831103,0.001784,0.161365,0.111962,31,653
1946,23/09/16 02,0,0.124729,0.777497,0.097774,0.997792,0.831820,0.001538,0.160383,0.124619,31,652
1947,23/09/16 03,0,0.125621,0.775896,0.098482,0.998262,0.835559,0.001198,0.155303,0.234791,31,654
1948,23/09/16 04,0,0.148897,0.707217,0.143886,0.998303,0.838077,0.000949,0.151833,0.234791,31,663
1949,23/09/16 05,0,0.115365,0.817970,0.077258,0.998303,0.836931,0.000949,0.153462,0.182856,31,671
1950,23/09/16 06,0,0.144954,0.754572,0.100474,0.998023,0.836398,0.001565,0.154255,0.154055,31,663
1951,23/09/16 07,0,0.149927,0.726101,0.123973,0.997867,0.838277,0.001764,0.151753,0.169688,31,655
1952,23/09/16 08,0,0.171503,0.642800,0.185697,0.997768,0.840328,0.001836,0.148859,0.260368,31,658
1953,23/09/16 09,0,0.139546,0.734376,0.141402,0.997886,0.840578,0.001430,0.148131,0.408914,31,667
1954,23/09/16 10,0,0.148763,0.727871,0.123365,0.998276,0.840457,0.001114,0.148383,0.318462,31,665
1955,23/09/16 11,0,0.151720,0.716515,0.131765,0.998275,0.841267,0.001120,0.147402,0.248019,31,660
1956,23/09/16 12,0,0.147172,0.720113,0.132715,0.998307,0.841397,0.000926,0.147208,0.193157,31,663
1957,23/09/16 13,0,0.167373,0.659464,0.173163,0.998074,0.841784,0.000914,0.146424,0.261635,31,664
1958,23/09/16 14,0,0.146945,0.719505,0.133550,0.998343,0.841136,0.000712,0.147354,0.203762,31,662
1959,23/09/16 15,0,0.148914,0.716160,0.136028,0.997792,0.840728,0.001862,0.147924,0.158690,31,662
1960,23/09/16 16,0,0.148519,0.713620,0.137922,0.998020,0.840351,0.001492,0.148508,0.125822,31,662
1961,23/09/16 17,0,0.148945,0.711679,0.139376,0.998268,0.840720,0.001162,0.148094,0.169688,31,660
1962,23/09/16 18,0,0.149316,0.710189,0.140495,0.997531,0.842037,0.002197,0.146055,0.305997,31,661
1963,23/09/16 19,0,0.150327,0.709042,0.141359,0.997259,0.840509,0.002546,0.148317,0.238311,31,665
1964,23/09/16 20,0,0.150737,0.708157,0.142028,0.997469,0.839891,0.002272,0.149317,0.185597,31,665
1965,23/09/16 21,0,0.171787,0.663850,0.164363,0.997863,0.840329,0.001769,0.148847,0.171439,31,656
1966,23/09/16 22,0,0.182588,0.640839,0.176573,0.997661,0.840457,0.002030,0.148734,0.151193,31,660
1967,23/09/16 23,0,0.136868,0.733873,0.129259,0.997423,0.838752,0.002010,0.151020,0.117749,31,663
1968,24/09/16 00,0,0.135175,0.737590,0.127235,0.997826,0.837354,0.001565,0.152925,0.101870,31,661
1969,24/09/16 01,0,0.134390,0.739592,0.126018,0.997967,0.836162,0.001219,0.154501,0.109352,31,654
1970,24/09/16 02,0,0.133954,0.740828,0.125217,0.998303,0.835564,0.000949,0.155285,0.111014,31,654
1971,24/09/16 03,0,0.133686,0.741651,0.124664,0.998303,0.835787,0.000949,0.155038,0.112554,31,654
1972,24/09/16 04,0,0.118383,0.784882,0.101956,0.998165,0.837038,0.000827,0.153269,0.234791,31,656
1973,24/09/16 05,0,0.149009,0.706985,0.144006,0.998252,0.838894,0.000644,0.150595,0.234791,31,661
1974,24/09/16 06,0,0.090446,0.837016,0.072538,0.998262,0.836666,0.000502,0.153665,0.182856,31,667
1975,24/09/16 07,0,0.094852,0.832533,0.074020,0.998320,0.835152,0.000391,0.155714,0.142408,31,661
1976,24/09/16 08,0,0.114014,0.807595,0.078391,0.998394,0.834605,0.000304,0.156448,0.114345,31,651
1977,24/09/16 09,0,0.124822,0.763586,0.111704,0.997988,0.835417,0.001610,0.155204,0.234791,31,652
1978,24/09/16 10,0,0.123859,0.768874,0.107267,0.998156,0.835719,0.001393,0.154766,0.247683,31,656
1979,24/09/16 11,0,0.118357,0.801899,0.081667,0.998265,0.835608,0.001087,0.154985,0.192896,31,660
1980,24/09/16 12,0,0.125866,0.780345,0.093789,0.998321,0.835189,0.000847,0.155615,0.150227,31,658
1981,24/09/16 13,0,0.139164,0.756422,0.104809,0.998127,0.835323,0.001431,0.155553,0.135214,31,658
1982,24/09/16 14,0,0.160502,0.703513,0.135985,0.998051,0.836734,0.001434,0.153664,0.172288,31,659
1983,24/09/16 15,0,0.176186,0.634153,0.189661,0.997980,0.837929,0.001117,0.151759,0.246587,31,660
1984,24/09/16 16,0,0.133425,0.773356,0.096109,0.998262,0.837160,0.000870,0.152913,0.192042,31,663
1985,24/09/16 17,0,0.132079,0.763230,0.104691,0.998349,0.837398,0.000677,0.152641,0.178150,31,660
1986,24/09/16 18,0,0.113145,0.810781,0.089028,0.998012,0.836244,0.001578,0.154261,0.138744,31,658
1987,24/09/16 19,0,0.120569,0.765410,0.114021,0.997888,0.835661,0.001530,0.154771,0.331987,31,659
1988,24/09/16 20,0,0.106647,0.822912,0.070440,0.998263,0.834226,0.001191,0.156844,0.258552,31,656
1989,24/09/16 21,0,0.115458,0.799471,0.085070,0.998250,0.833284,0.001269,0.158238,0.201360,31,653
1990,24/09/16 22,0,0.135021,0.761792,0.103186,0.997713,0.833239,0.001963,0.158431,0.156819,31,652
1991,24/09/16 23,0,0.160205,0.677939,0.161856,0.997713,0.833072,0.001962,0.158600,0.256002,31,655
1992,25/09/16 00,0,0.176747,0.604132,0.219121,0.997797,0.832739,0.001855,0.158964,0.279165,31,656
1993,25/09/16 01,0,0.162106,0.648755,0.189139,0.997815,0.832995,0.001565,0.158729,0.217414,31,656
1994,25/09/16 02,0,0.124873,0.777187,0.097941,0.997832,0.833901,0.001219,0.157540,0.169688,31,653
1995,25/09/16 03,0,0.147418,0.740555,0.112027,0.998303,0.834276,0.000949,0.157033,0.169688,31,657
1996,25/09/16 04,0,0.165189,0.691882,0.142929,0.998303,0.837508,0.000949,0.152636,0.234791,31,658
1997,25/09/16 05,0,0.149255,0.705547,0.145198,0.997370,0.838271,0.002010,0.151535,0.234791,31,664
1998,25/09/16 06,0,0.132358,0.759833,0.107809,0.997458,0.839029,0.001565,0.150481,0.232610,31,668
1999,25/09/16 07,0,0.147977,0.722003,0.130020,0.997852,0.839377,0.001219,0.150035,0.191265,31,659
2000,25/09/16 08,0,0.159499,0.698228,0.142302,0.998303,0.841125,0.000949,0.147523,0.234791,31,663
2001,25/09/16 09,0,0.159570,0.643889,0.196541,0.998312,0.841196,0.000900,0.147161,0.325989,31,666
2002,25/09/16 10,0,0.133276,0.753922,0.114795,0.998159,0.840081,0.001390,0.148766,0.253881,31,665
2003,25/09/16 11,0,0.138421,0.747787,0.117193,0.997768,0.839437,0.001892,0.149733,0.197722,31,658
2004,25/09/16 12,0,0.141821,0.738142,0.120477,0.998085,0.840319,0.001485,0.148639,0.153986,31,657
2005,25/09/16 13,0,0.147918,0.730002,0.125865,0.998264,0.840735,0.001161,0.147933,0.208027,31,663
2006,25/09/16 14,0,0.168579,0.642530,0.188890,0.998311,0.841463,0.000904,0.146574,0.281386,31,664
2007,25/09/16 15,0,0.146940,0.719564,0.133496,0.998165,0.841490,0.001224,0.146718,0.219144,31,663
2008,25/09/16 16,0,0.152838,0.716206,0.135987,0.998267,0.841411,0.000953,0.146942,0.170669,31,664
2009,25/09/16 17,0,0.168923,0.684927,0.146151,0.998033,0.841741,0.000742,0.146614,0.155242,31,663
2010,25/09/16 18,0,0.179989,0.647609,0.172402,0.998365,0.841945,0.000578,0.146420,0.175938,31,663
2011,25/09/16 19,0,0.187031,0.626922,0.186047,0.997752,0.841814,0.001838,0.146693,0.161541,31,664
2012,25/09/16 20,0,0.192457,0.606256,0.201287,0.997669,0.841840,0.001432,0.146738,0.171889,31,664
2013,25/09/16 21,0,0.196755,0.585883,0.217362,0.998060,0.841934,0.001115,0.146623,0.182687,31,663
2014,25/09/16 22,0,0.136697,0.734679,0.128624,0.998317,0.840292,0.000868,0.148852,0.142277,31,662
2015,25/09/16 23,0,0.135037,0.738248,0.126715,0.998332,0.839323,0.000780,0.150156,0.111846,31,661
2016,26/09/16 00,0,0.136705,0.740098,0.125617,0.997896,0.838019,0.001538,0.151903,0.116002,31,658
2017,26/09/16 01,0,0.140102,0.740969,0.124908,0.998262,0.836855,0.001198,0.153518,0.113508,31,659
2018,26/09/16 02,0,0.140244,0.736730,0.124424,0.998262,0.835979,0.001198,0.154709,0.110183,31,655
2019,26/09/16 03,0,0.133460,0.742458,0.124081,0.998303,0.835915,0.000949,0.154769,0.112902,31,654
2020,26/09/16 04,0,0.120661,0.773491,0.109045,0.998303,0.836882,0.000949,0.153393,0.234791,31,654
2021,26/09/16 05,0,0.148405,0.710272,0.141323,0.998302,0.837336,0.000958,0.152732,0.234791,31,659
2022,26/09/16 06,0,0.164446,0.694723,0.140830,0.998276,0.836895,0.000991,0.153248,0.256388,31,662
2023,26/09/16 07,0,0.140208,0.738710,0.121082,0.998303,0.835557,0.000772,0.155099,0.199675,31,661
2024,26/09/16 08,0,0.128453,0.751372,0.120340,0.998361,0.836220,0.000601,0.154134,0.236024,31,655
2025,26/09/16 09,0,0.161775,0.618095,0.220130,0.997853,0.836440,0.001782,0.153545,0.396628,31,656
2026,26/09/16 10,0,0.125604,0.779256,0.095141,0.997853,0.835753,0.001633,0.154526,0.308894,31,660
2027,26/09/16 11,0,0.122680,0.784523,0.092797,0.998160,0.835973,0.001272,0.154244,0.240567,31,658
2028,26/09/16 12,0,0.156006,0.653156,0.190838,0.998286,0.836047,0.000990,0.153653,0.438352,31,655
2029,26/09/16 13,0,0.173469,0.598833,0.227699,0.998333,0.835508,0.000771,0.154520,0.341389,31,660
2030,26/09/16 14,0,0.186602,0.535828,0.277571,0.998142,0.836103,0.001411,0.153818,0.293572,31,659
2031,26/09/16 15,0,0.194050,0.509464,0.296487,0.998185,0.836552,0.001356,0.153273,0.248469,31,657
2032,26/09/16 16,0,0.200764,0.471992,0.327244,0.998253,0.838504,0.001253,0.150418,0.283706,31,660
2033,26/09/16 17,0,0.205097,0.449744,0.345159,0.998266,0.838978,0.001174,0.149816,0.272900,31,664
2034,26/09/16 18,0,0.195487,0.325851,0.478662,0.998257,0.837489,0.001229,0.151488,0.536711,31,666
2035,26/09/16 19,0,0.207769,0.288467,0.503764,0.998263,0.836765,0.001190,0.152521,0.417991,31,660
2036,26/09/16 20,0,0.214010,0.255192,0.530799,0.998270,0.836105,0.001148,0.153448,0.415310,31,655
2037,26/09/16 21,0,0.210924,0.344482,0.444595,0.997713,0.836531,0.001962,0.153193,0.323444,31,657
2038,26/09/16 22,0,0.216099,0.316786,0.467115,0.997824,0.836448,0.001820,0.153316,0.340237,31,658
2039,26/09/16 23,0,0.216568,0.331300,0.452132,0.997871,0.837087,0.001760,0.152536,0.281040,31,658
2040,27/09/16 00,0,0.214170,0.377895,0.407935,0.997843,0.837910,0.001796,0.151515,0.218874,31,661
2041,27/09/16 01,0,0.213992,0.396472,0.389536,0.997806,0.839028,0.001565,0.149885,0.229207,31,663
2042,27/09/16 02,0,0.209930,0.453885,0.336185,0.997836,0.841436,0.001219,0.146399,0.287970,31,661
2043,27/09/16 03,0,0.201831,0.503760,0.294409,0.998303,0.840889,0.000949,0.147353,0.224271,31,668
2044,27/09/16 04,0,0.186538,0.559780,0.253682,0.998303,0.842196,0.000900,0.145688,0.234791,31,665
2045,27/09/16 05,0,0.191494,0.392692,0.415814,0.998317,0.841422,0.000701,0.146289,0.523556,31,665
2046,27/09/16 06,0,0.196857,0.459152,0.343991,0.998033,0.840589,0.000546,0.147673,0.407746,31,666
2047,27/09/16 07,0,0.184340,0.309024,0.506636,0.998304,0.839104,0.000425,0.149283,0.585008,31,662
2048,27/09/16 08,0,0.159471,0.698224,0.170344,0.998406,0.838034,0.000331,0.150954,0.455605,31,659
2049,27/09/16 09,0,0.107111,0.817265,0.093012,0.998262,0.836362,0.000433,0.153405,0.354825,31,655
2050,27/09/16 10,0,0.095559,0.835993,0.083633,0.998280,0.834981,0.000337,0.155400,0.276338,31,655
2051,27/09/16 11,0,0.116176,0.799523,0.084300,0.998390,0.834178,0.000263,0.156630,0.215212,31,652
2052,27/09/16 12,0,0.127233,0.774891,0.097875,0.998307,0.833302,0.000561,0.157912,0.167608,31,653
2053,27/09/16 13,0,0.120880,0.767772,0.111348,0.998341,0.833785,0.000437,0.157052,0.312661,31,654
2054,27/09/16 14,0,0.122281,0.773487,0.104232,0.998312,0.834759,0.000340,0.155868,0.243501,31,655
2055,27/09/16 15,0,0.152802,0.692238,0.154960,0.998335,0.835888,0.000265,0.154370,0.211037,31,659
2056,27/09/16 16,0,0.100373,0.825033,0.074594,0.998328,0.834723,0.000206,0.156018,0.164356,31,659
2057,27/09/16 17,0,0.111049,0.803455,0.085496,0.998131,0.833914,0.000161,0.157175,0.128001,31,660
2058,27/09/16 18,0,0.116232,0.806727,0.082237,0.998389,0.833762,0.000300,0.157504,0.132029,31,654
2059,27/09/16 19,0,0.135554,0.776101,0.088346,0.998383,0.833553,0.000295,0.157889,0.136029,31,655
2060,27/09/16 20,0,0.143099,0.749449,0.107452,0.998274,0.833167,0.000702,0.158465,0.122326,31,656
2061,27/09/16 21,0,0.130586,0.763124,0.106290,0.998371,0.833779,0.000547,0.157669,0.114453,31,654
2062,27/09/16 22,0,0.133206,0.754334,0.112460,0.998333,0.835522,0.000769,0.155411,0.140105,31,654
2063,27/09/16 23,0,0.145666,0.740938,0.116954,0.998288,0.836671,0.000599,0.153753,0.192979,31,662
2064,28/09/16 00,0,0.166121,0.658884,0.174995,0.998300,0.837735,0.000466,0.151966,0.261635,31,665
2065,28/09/16 01,0,0.141845,0.737906,0.120249,0.998337,0.837964,0.000363,0.151703,0.203762,31,662
2066,28/09/16 02,0,0.144296,0.729827,0.126023,0.998262,0.839465,0.000283,0.149714,0.169688,31,659
2067,28/09/16 03,0,0.147313,0.723893,0.130333,0.998303,0.840291,0.000220,0.148628,0.169688,31,661
2068,28/09/16 04,0,0.165138,0.692139,0.142723,0.998303,0.841865,0.000172,0.146373,0.242300,31,666
2069,28/09/16 05,0,0.148383,0.710605,0.141011,0.998226,0.841067,0.000162,0.147442,0.234791,31,667
2070,28/09/16 06,0,0.148460,0.713597,0.137943,0.998262,0.840375,0.000126,0.148478,0.182856,31,667
2071,28/09/16 07,0,0.148947,0.711661,0.139392,0.998262,0.839835,0.001198,0.149353,0.169688,31,658
2072,28/09/16 08,0,0.168037,0.636923,0.195040,0.997686,0.840156,0.001772,0.148880,0.305001,31,660
2073,28/09/16 09,0,0.155350,0.707542,0.141369,0.997519,0.840969,0.001380,0.147469,0.376969,31,661
2074,28/09/16 10,0,0.166141,0.683585,0.150274,0.997765,0.840543,0.001075,0.148212,0.293584,31,664
2075,28/09/16 11,0,0.170884,0.670143,0.158973,0.997885,0.840427,0.000837,0.148531,0.228643,31,663
2076,28/09/16 12,0,0.179734,0.650218,0.170048,0.998353,0.840319,0.000652,0.148843,0.178068,31,663
2077,28/09/16 13,0,0.136868,0.733873,0.129259,0.998262,0.838827,0.001198,0.150899,0.138679,31,662
2078,28/09/16 14,0,0.135175,0.737590,0.127235,0.998288,0.837411,0.001040,0.152882,0.108003,31,661
2079,28/09/16 15,0,0.134390,0.739592,0.126018,0.997513,0.837203,0.002220,0.152894,0.311661,31,656
2080,28/09/16 16,0,0.133954,0.740828,0.125217,0.997648,0.836281,0.001965,0.154199,0.242722,31,658
2081,28/09/16 17,0,0.133686,0.741651,0.124664,0.998049,0.835215,0.001531,0.155614,0.189032,31,658
2082,28/09/16 18,0,0.133509,0.742224,0.124268,0.998094,0.835050,0.001473,0.155886,0.169688,31,655
2083,28/09/16 19,0,0.147912,0.738356,0.123978,0.997941,0.835146,0.001669,0.155827,0.169688,31,655
2084,28/09/16 20,0,0.133301,0.742935,0.123763,0.997853,0.834332,0.001782,0.156926,0.132153,31,658
2085,28/09/16 21,0,0.133229,0.743208,0.123563,0.998139,0.833787,0.001396,0.157659,0.102921,31,655
2086,28/09/16 22,0,0.133175,0.743414,0.123411,0.998277,0.833966,0.001087,0.157454,0.140403,31,654
2087,28/09/16 23,0,0.133135,0.743571,0.123295,0.998321,0.833788,0.000847,0.157712,0.109346,31,654
2088,29/09/16 00,0,0.133104,0.743691,0.123205,0.998112,0.833313,0.001450,0.158383,0.101860,31,656
2089,29/09/16 01,0,0.117232,0.792338,0.090430,0.998262,0.832739,0.001198,0.159157,0.107635,31,657
2090,29/09/16 02,0,0.126989,0.770578,0.102433,0.998262,0.834027,0.001182,0.157258,0.234791,31,656
2091,29/09/16 03,0,0.149142,0.705770,0.145087,0.998308,0.835240,0.000921,0.155586,0.234791,31,655
2092,29/09/16 04,0,0.118120,0.805471,0.083832,0.998303,0.834756,0.000949,0.156250,0.182856,31,659
2093,29/09/16 05,0,0.147789,0.739010,0.113201,0.998263,0.835088,0.000860,0.155814,0.169688,31,661
2094,29/09/16 06,0,0.128997,0.750248,0.121321,0.998262,0.836761,0.000670,0.153480,0.234791,31,656
2095,29/09/16 07,0,0.160567,0.656282,0.183151,0.998348,0.837051,0.000522,0.152830,0.311661,31,661
2096,29/09/16 08,0,0.149191,0.741478,0.109331,0.998394,0.836707,0.000406,0.153432,0.242722,31,662
2097,29/09/16 09,0,0.155811,0.718262,0.125927,0.998124,0.836197,0.001434,0.154190,0.189032,31,657
2098,29/09/16 10,0,0.141424,0.734765,0.123811,0.998096,0.835710,0.001470,0.154939,0.147218,31,658
2099,29/09/16 11,0,0.143284,0.729187,0.127529,0.998195,0.835931,0.001344,0.154689,0.114654,31,657
2100,29/09/16 12,0,0.166610,0.686099,0.147291,0.997949,0.838265,0.001081,0.151494,0.244394,31,656
2101,29/09/16 13,0,0.171040,0.671867,0.157094,0.997884,0.839008,0.000842,0.150429,0.211789,31,664
2102,29/09/16 14,0,0.175749,0.618484,0.205768,0.998352,0.839853,0.000656,0.148920,0.286089,31,666
2103,29/09/16 15,0,0.142747,0.751321,0.108092,0.997713,0.839925,0.001963,0.148945,0.222806,31,661
2104,29/09/16 16,0,0.156995,0.715882,0.127123,0.997768,0.840083,0.001538,0.148862,0.173522,31,662
2105,29/09/16 17,0,0.148294,0.721673,0.130033,0.998262,0.839298,0.001198,0.149994,0.135139,31,660
2106,29/09/16 18,0,0.144642,0.730374,0.125035,0.998262,0.838599,0.001198,0.151030,0.116464,31,658
2107,29/09/16 19,0,0.147899,0.720867,0.131234,0.997713,0.838447,0.001963,0.151314,0.118973,31,656
2108,29/09/16 20,0,0.153886,0.707253,0.138860,0.997713,0.839778,0.001811,0.149323,0.312661,31,658
2109,29/09/16 21,0,0.169084,0.677043,0.153873,0.998143,0.839787,0.001411,0.149401,0.243501,31,663
2110,29/09/16 22,0,0.180681,0.651053,0.168266,0.997713,0.840657,0.001963,0.148357,0.189639,31,663
2111,29/09/16 23,0,0.187536,0.633264,0.179200,0.997713,0.841090,0.001565,0.147858,0.149218,31,663
2112,30/09/16 00,0,0.135856,0.738599,0.125546,0.997822,0.839546,0.001219,0.149975,0.118025,31,665
2113,30/09/16 01,0,0.134417,0.741172,0.124411,0.998303,0.838248,0.000949,0.151752,0.101860,31,662
2114,30/09/16 02,0,0.133814,0.742338,0.123848,0.998303,0.837021,0.000949,0.153345,0.104364,31,655
2115,30/09/16 03,0,0.126035,0.770180,0.103786,0.998262,0.836321,0.001198,0.154364,0.131694,31,656
2116,30/09/16 04,0,0.121367,0.784831,0.099838,0.998262,0.838109,0.001081,0.151852,0.234791,31,656
2117,30/09/16 05,0,0.149473,0.704615,0.145912,0.998303,0.838583,0.000842,0.151090,0.234791,31,660
2118,30/09/16 06,0,0.165297,0.691800,0.142903,0.998352,0.837992,0.000656,0.151916,0.182856,31,667
2119,30/09/16 07,0,0.121707,0.786876,0.091417,0.998196,0.836286,0.001341,0.154253,0.142408,31,663
2120,30/09/16 08,0,0.111832,0.815045,0.073123,0.998033,0.835070,0.001551,0.155926,0.121147,31,656
2121,30/09/16 09,0,0.116656,0.801667,0.081677,0.997913,0.834097,0.001505,0.157210,0.101860,31,653
